Experiment,Estimator,Noise Rate,Test Accuracy,Test AUC,EO_C1,DPD_C1,EOR_C1,PPD_C1,EO_C2,DPD_C2,EOR_C2,PPD_C2,filename
acsfoodstamps,lightgbm,0.3,0.7718,0.7552,0.2492,0.1186,0.1824,0.0776,0.0747,0.0934,0.1236,0.1231,concatenated
acsfoodstamps,mixup,0.3,0.8241,0.8286,0.1045,0.0502,0.0643,0.0444,0.045,0.0404,0.0591,0.0558,concatenated
acsfoodstamps,mlp,0.3,0.8147,0.8196,0.1399,0.0566,0.0861,0.0475,0.0545,0.0525,0.0713,0.0751,concatenated
acsfoodstamps,node,0.3,0.7986,0.7951,0.1249,0.0535,0.0763,0.0414,0.0503,0.0483,0.0655,0.0691,concatenated
acsfoodstamps,resnet,0.3,0.763,0.7516,0.1614,0.0691,0.1053,0.058,0.0647,0.0623,0.0844,0.089,concatenated
acsfoodstamps,tabtransformer,0.3,0.8129,0.8184,0.1131,0.0484,0.0696,0.0384,0.0468,0.045,0.0609,0.0643,concatenated
acsfoodstamps,vrex,0.3,0.8518,0.8671,0.0898,0.0269,0.0343,0.0236,0.0333,0.0203,0.0351,0.0514,concatenated
acsfoodstamps,group_dro,0.3,0.8264,0.8306,0.1078,0.023,0.0405,0.0179,0.0379,0.0436,0.0388,0.0333,concatenated
acsfoodstamps,ft_transformer,0.3,0.8372,0.8419,0.029,0.0175,0.0259,0.0274,0.0192,0.018,0.0191,0.0207,concatenated
acsfoodstamps,dro,0.3,0.8637,0.8802,0.1336,0.04,0.0507,0.0347,0.0489,0.0246,0.0515,0.0806,concatenated
acsfoodstamps,dann,0.3,0.8266,0.8307,0.0662,0.0223,0.0351,0.0205,0.0352,0.0302,0.0224,0.0484,concatenated
acsfoodstamps,catboost,0.3,0.7969,0.7801,0.1933,0.0816,0.1425,0.0378,0.0513,0.0689,0.0927,0.095,concatenated
acsfoodstamps,FairRS (equalized_odds),0.3,0.8323,0.8491,0.028,0.0244,0.028,0.0244,0.0962,0.0388,0.0962,0.0388,concatenated
acsfoodstamps,FairRS (demographic_parity),0.3,0.8323,0.8491,0.028,0.0244,0.028,0.0244,0.0962,0.0388,0.0962,0.0388,concatenated
acsfoodstamps,FairEG (equalized_odds),0.3,0.8319,0.5817,0.0059,0.0145,0.0059,0.0145,0.0037,0.0085,0.0037,0.0085,concatenated
acsfoodstamps,FairEG (demographic_parity),0.3,0.8317,0.5803,0.0032,0.0143,0.0032,0.0143,0.0148,0.012,0.0148,0.012,concatenated
acsfoodstamps,FairGS (equalized_odds),0.3,0.8322,0.8492,0.0278,0.0242,0.0278,0.0242,0.1015,0.0392,0.1015,0.0392,concatenated
acsfoodstamps,FairGS (demographic_parity),0.3,0.8322,0.8492,0.0278,0.0242,0.0278,0.0242,0.1015,0.0392,0.1015,0.0392,concatenated
acsincome,catboost,0.3,0.8249,0.8077,0.1831,0.0773,0.1348,0.0358,0.0485,0.0652,0.0878,0.0899,concatenated
acsincome,dann,0.3,0.8585,0.8637,0.0543,0.0183,0.0288,0.0168,0.0289,0.0248,0.0184,0.0398,concatenated
acsincome,dro,0.3,0.8944,0.9124,0.0882,0.0264,0.0334,0.0229,0.0323,0.0163,0.034,0.0533,concatenated
acsincome,ft_transformer,0.3,0.8711,0.8758,0.0275,0.0166,0.0246,0.0261,0.0182,0.0171,0.0182,0.0197,concatenated
acsincome,group_dro,0.3,0.8583,0.8636,0.0899,0.0192,0.0338,0.0149,0.0316,0.0363,0.0323,0.0277,concatenated
acsincome,lightgbm,0.3,0.8023,0.7844,0.2354,0.1121,0.1725,0.0734,0.0707,0.0883,0.1168,0.1163,concatenated
acsincome,mixup,0.3,0.8563,0.8622,0.087,0.0418,0.0536,0.0371,0.0375,0.0337,0.0492,0.0465,concatenated
acsincome,mlp,0.3,0.8469,0.854,0.1041,0.0421,0.0641,0.0353,0.0406,0.0391,0.0531,0.0559,concatenated
acsincome,node,0.3,0.8281,0.8212,0.0931,0.0399,0.0569,0.0309,0.0375,0.0361,0.0489,0.0516,concatenated
acsincome,resnet,0.3,0.7928,0.7803,0.1205,0.0515,0.0786,0.0432,0.0483,0.0464,0.0629,0.0664,concatenated
acsincome,tabtransformer,0.3,0.8449,0.8505,0.0843,0.0361,0.052,0.0287,0.035,0.0336,0.0455,0.048,concatenated
acsincome,vrex,0.3,0.8999,0.9165,0.0593,0.0178,0.0227,0.0156,0.022,0.0134,0.0231,0.034,concatenated
acsincome,FairRS (equalized_odds),0.3,0.8044,0.89,0.1449,0.1095,0.1449,0.1095,1.0,1.0,0.1395,0.033,concatenated
acsincome,FairRS (demographic_parity),0.3,0.8044,0.89,0.1449,0.1095,0.1449,0.1095,1.0,1.0,0.1395,0.033,concatenated
acsincome,FairEG (equalized_odds),0.3,0.8039,0.7252,0.0208,0.0553,0.0109,0.0553,0.75,0.5,0.0021,0.0286,concatenated
acsincome,FairEG (demographic_parity),0.3,0.8014,0.7201,0.0799,0.0147,0.0799,0.0147,0.7512,0.5,0.0812,0.0005,concatenated
acsincome,FairGS (equalized_odds),0.3,0.8044,0.8898,0.1379,0.1069,0.1379,0.1069,1.0,1.0,0.1749,0.0117,concatenated
acsincome,FairGS (demographic_parity),0.3,0.7952,0.8836,0.2234,0.0584,0.2234,0.0584,1.0,1.0,0.0,0.0386,concatenated
acspubcov,catboost,0.3,0.8555,0.8376,0.2012,0.0849,0.1481,0.0393,0.0533,0.0717,0.0965,0.0988,concatenated
acspubcov,dann,0.3,0.8897,0.8946,0.0598,0.0201,0.0317,0.0185,0.0318,0.0273,0.0203,0.0438,concatenated
acspubcov,dro,0.3,0.9247,0.9429,0.097,0.029,0.0368,0.0252,0.0355,0.0179,0.0374,0.0586,concatenated
acspubcov,ft_transformer,0.3,0.9026,0.9071,0.0302,0.0183,0.0271,0.0287,0.0201,0.0188,0.02,0.0217,concatenated
acspubcov,group_dro,0.3,0.8896,0.8945,0.0989,0.0211,0.0371,0.0164,0.0347,0.0399,0.0355,0.0305,concatenated
acspubcov,lightgbm,0.3,0.8345,0.8165,0.2588,0.1233,0.1897,0.0807,0.0777,0.0971,0.1284,0.1279,concatenated
acspubcov,mixup,0.3,0.8872,0.8925,0.0958,0.046,0.059,0.0408,0.0412,0.037,0.0542,0.0512,concatenated
acspubcov,mlp,0.3,0.8778,0.8842,0.1147,0.0464,0.0706,0.0389,0.0447,0.043,0.0583,0.0615,concatenated
acspubcov,node,0.3,0.8589,0.852,0.1025,0.0439,0.0626,0.034,0.0413,0.0397,0.0538,0.0567,concatenated
acspubcov,resnet,0.3,0.8222,0.8098,0.1326,0.0567,0.0864,0.0476,0.0531,0.0511,0.0692,0.0731,concatenated
acspubcov,tabtransformer,0.3,0.8761,0.8818,0.0928,0.0397,0.0572,0.0316,0.0385,0.037,0.0501,0.0528,concatenated
acspubcov,vrex,0.3,0.9309,0.9477,0.0653,0.0196,0.025,0.0172,0.0242,0.0148,0.0254,0.0374,concatenated
acspubcov,FairRS (equalized_odds),0.3,0.7839,0.7565,0.483,0.3854,0.483,0.3854,0.2242,0.0833,0.2242,0.0833,concatenated
acspubcov,FairRS (demographic_parity),0.3,0.7839,0.7565,0.483,0.3854,0.483,0.3854,0.2242,0.0833,0.2242,0.0833,concatenated
acspubcov,FairEG (equalized_odds),0.3,0.8,0.5913,0.0595,0.0416,0.0595,0.0416,0.0161,0.0083,0.0161,0.0083,concatenated
acspubcov,FairEG (demographic_parity),0.3,0.8019,0.6291,0.0387,0.0145,0.0387,0.0145,0.1071,0.009,0.1071,0.009,concatenated
acspubcov,FairGS (equalized_odds),0.3,0.7938,0.774,0.1342,0.041,0.1342,0.041,0.2362,0.0934,0.2362,0.0934,concatenated
acspubcov,FairGS (demographic_parity),0.3,0.8008,0.7767,0.0654,0.0003,0.0654,0.0003,0.2362,0.0934,0.2362,0.0934,concatenated
acsunemployment,catboost,0.3,0.8741,0.856,0.2173,0.0917,0.1599,0.0424,0.0576,0.0775,0.1043,0.1068,concatenated
acsunemployment,dann,0.3,0.9107,0.916,0.0647,0.0218,0.0343,0.02,0.0344,0.0296,0.0219,0.0473,concatenated
acsunemployment,dro,0.3,0.9679,0.9109,0.3653,0.0502,0.3367,0.0705,0.1434,0.0329,0.1203,0.1203,concatenated
acsunemployment,ft_transformer,0.3,0.9197,0.9243,0.0327,0.0198,0.0293,0.031,0.0217,0.0204,0.0217,0.0234,concatenated
acsunemployment,group_dro,0.3,0.9105,0.9159,0.1069,0.0228,0.0401,0.0177,0.0375,0.0432,0.0384,0.033,concatenated
acsunemployment,lightgbm,0.3,0.8518,0.8335,0.2794,0.133,0.2047,0.0871,0.084,0.1049,0.1388,0.1382,concatenated
acsunemployment,mixup,0.3,0.9089,0.9148,0.1035,0.0497,0.0638,0.0441,0.0446,0.04,0.0586,0.0553,concatenated
acsunemployment,mlp,0.3,0.8999,0.9073,0.124,0.0502,0.0763,0.042,0.0483,0.0464,0.063,0.0665,concatenated
acsunemployment,node,0.3,0.8813,0.8814,0.1108,0.0475,0.0677,0.0368,0.0447,0.0429,0.0582,0.0614,concatenated
acsunemployment,resnet,0.3,0.9695,0.9152,0.3254,0.0451,0.3005,0.0794,0.102,0.0242,0.0862,0.0944,concatenated
acsunemployment,tabtransformer,0.3,0.8982,0.9061,0.1003,0.043,0.0618,0.0341,0.0416,0.0399,0.0541,0.0571,concatenated
acsunemployment,vrex,0.3,0.0339,0.8079,0.0001,0.0001,0.0,0.0178,0.0,0.0,0.0,0.0117,concatenated
anes,catboost,0.3,0.7195,0.7026,0.1622,0.0684,0.1194,0.0317,0.043,0.0578,0.0778,0.0797,concatenated
anes,dann,0.3,0.7504,0.7548,0.0482,0.0162,0.0255,0.0149,0.0256,0.022,0.0164,0.0353,concatenated
anes,dro,0.3,0.7812,0.7967,0.0723,0.0217,0.0275,0.0188,0.0265,0.0134,0.0279,0.0437,concatenated
anes,ft_transformer,0.3,0.763,0.7667,0.0226,0.0137,0.0202,0.0214,0.0149,0.014,0.0149,0.0161,concatenated
anes,group_dro,0.3,0.7503,0.7548,0.0798,0.017,0.0299,0.0132,0.028,0.0322,0.0287,0.0246,concatenated
anes,lightgbm,0.3,0.6985,0.6831,0.2087,0.0993,0.1529,0.065,0.0626,0.0783,0.1036,0.1031,concatenated
anes,mixup,0.3,0.7489,0.7539,0.072,0.0346,0.0444,0.0307,0.031,0.0279,0.0408,0.0386,concatenated
anes,mlp,0.3,0.7393,0.7456,0.0877,0.0355,0.054,0.0298,0.0342,0.033,0.0448,0.0472,concatenated
anes,node,0.3,0.7243,0.7217,0.0784,0.0336,0.0478,0.026,0.0316,0.0304,0.0412,0.0434,concatenated
anes,resnet,0.3,0.6926,0.6818,0.1014,0.0433,0.066,0.0363,0.0405,0.039,0.0528,0.0558,concatenated
anes,tabtransformer,0.3,0.7377,0.7445,0.0708,0.0304,0.0437,0.0241,0.0294,0.0282,0.0382,0.0403,concatenated
anes,vrex,0.3,0.7863,0.8001,0.0488,0.0146,0.0187,0.0128,0.0181,0.0111,0.019,0.028,concatenated
assistments,vrex,0.3,0.7339,0.7469,0.0455,0.0136,0.0174,0.0119,0.0169,0.0103,0.0177,0.0262,concatenated
assistments,tabtransformer,0.3,0.6888,0.695,0.0661,0.0283,0.0408,0.0225,0.0274,0.0264,0.0357,0.0377,concatenated
assistments,resnet,0.3,0.6466,0.6365,0.0947,0.0405,0.0617,0.034,0.0379,0.0365,0.0494,0.0521,concatenated
assistments,mlp,0.3,0.6903,0.696,0.0819,0.0331,0.0504,0.0278,0.032,0.0308,0.0418,0.0441,concatenated
assistments,catboost,0.3,0.6705,0.6559,0.1517,0.064,0.1116,0.0296,0.0402,0.054,0.0727,0.0744,concatenated
assistments,dann,0.3,0.7008,0.705,0.0451,0.0152,0.0239,0.0139,0.024,0.0206,0.0153,0.0331,concatenated
assistments,dro,0.3,0.7298,0.7442,0.0676,0.0203,0.0257,0.0176,0.0248,0.0125,0.0261,0.0408,concatenated
assistments,ft_transformer,0.3,0.7131,0.7166,0.0211,0.0128,0.0189,0.02,0.014,0.0131,0.0139,0.015,concatenated
assistments,group_dro,0.3,0.7007,0.705,0.0745,0.0159,0.028,0.0124,0.0262,0.0301,0.0268,0.023,concatenated
assistments,lightgbm,0.3,0.6521,0.6379,0.1951,0.0929,0.1429,0.0608,0.0585,0.0732,0.0969,0.0964,concatenated
assistments,mixup,0.3,0.6994,0.704,0.0673,0.0323,0.0414,0.0286,0.029,0.026,0.0381,0.036,concatenated
assistments,node,0.3,0.6765,0.6742,0.0732,0.0314,0.0447,0.0243,0.0295,0.0284,0.0385,0.0406,concatenated
brfss_blood_pressure,catboost,0.3,0.8074,0.7895,0.1872,0.079,0.1378,0.0366,0.0496,0.0667,0.0898,0.092,concatenated
brfss_blood_pressure,dann,0.3,0.8418,0.8467,0.059,0.0199,0.0313,0.0183,0.0314,0.027,0.0201,0.0433,concatenated
brfss_blood_pressure,dro,0.3,0.8754,0.8921,0.0942,0.0282,0.0357,0.0245,0.0346,0.0174,0.0364,0.0571,concatenated
brfss_blood_pressure,ft_transformer,0.3,0.8541,0.8579,0.0295,0.0178,0.0264,0.028,0.0196,0.0184,0.0196,0.0212,concatenated
brfss_blood_pressure,group_dro,0.3,0.8417,0.8467,0.0962,0.0206,0.0362,0.016,0.034,0.0391,0.0348,0.0299,concatenated
brfss_blood_pressure,lightgbm,0.3,0.7798,0.7622,0.252,0.12,0.1846,0.0785,0.0756,0.0945,0.1251,0.1246,concatenated
brfss_blood_pressure,mixup,0.3,0.8396,0.8453,0.0934,0.0449,0.0576,0.0398,0.0403,0.0362,0.053,0.05,concatenated
brfss_blood_pressure,mlp,0.3,0.8299,0.8365,0.1122,0.0454,0.069,0.038,0.0437,0.042,0.057,0.0602,concatenated
brfss_blood_pressure,node,0.3,0.8109,0.8041,0.1003,0.043,0.0612,0.0333,0.0405,0.0389,0.0528,0.0556,concatenated
brfss_blood_pressure,resnet,0.3,0.7766,0.7645,0.1297,0.0555,0.0845,0.0465,0.0519,0.05,0.0677,0.0715,concatenated
brfss_blood_pressure,tabtransformer,0.3,0.8282,0.8353,0.0901,0.0386,0.0555,0.0306,0.0374,0.0359,0.0487,0.0514,concatenated
brfss_blood_pressure,vrex,0.3,0.88,0.8954,0.0635,0.0191,0.0244,0.0167,0.0235,0.0144,0.0247,0.0364,concatenated
brfss_diabetes,catboost,0.3,0.7785,0.7612,0.1808,0.0763,0.1331,0.0353,0.0479,0.0644,0.0866,0.0887,concatenated
brfss_diabetes,dann,0.3,0.8116,0.8164,0.057,0.0192,0.0302,0.0176,0.0303,0.026,0.0194,0.0418,concatenated
brfss_diabetes,dro,0.3,0.8447,0.8609,0.0909,0.0272,0.0345,0.0236,0.0334,0.0168,0.0352,0.0551,concatenated
brfss_diabetes,ft_transformer,0.3,0.8239,0.8276,0.0285,0.0172,0.0255,0.027,0.0189,0.0177,0.0189,0.0204,concatenated
brfss_diabetes,group_dro,0.3,0.8114,0.8164,0.0928,0.0198,0.0349,0.0154,0.0327,0.0376,0.0335,0.0288,concatenated
brfss_diabetes,lightgbm,0.3,0.7558,0.7387,0.2431,0.1157,0.178,0.0758,0.073,0.0912,0.1208,0.1203,concatenated
brfss_diabetes,mixup,0.3,0.8093,0.8149,0.0901,0.0433,0.0555,0.0384,0.0388,0.0348,0.051,0.0482,concatenated
brfss_diabetes,mlp,0.3,0.8,0.8067,0.1082,0.0438,0.0666,0.0366,0.0421,0.0405,0.055,0.058,concatenated
brfss_diabetes,node,0.3,0.7816,0.7753,0.0967,0.0414,0.059,0.0321,0.039,0.0375,0.0509,0.0537,concatenated
brfss_diabetes,resnet,0.3,0.7493,0.7376,0.1252,0.0535,0.0815,0.0449,0.0501,0.0482,0.0653,0.0689,concatenated
brfss_diabetes,tabtransformer,0.3,0.7985,0.8056,0.0868,0.0372,0.0536,0.0296,0.0361,0.0347,0.047,0.0496,concatenated
brfss_diabetes,vrex,0.3,0.849,0.8642,0.0612,0.0184,0.0235,0.0161,0.0227,0.0139,0.0238,0.0351,concatenated
brfss_diabetes,FairGS (demographic_parity),0.3,0.855,0.7809,0.537,0.3059,0.537,0.3059,0.1769,0.1063,0.1769,0.1063,concatenated
brfss_diabetes,FairGS (equalized_odds),0.3,0.855,0.7809,0.537,0.3059,0.537,0.3059,0.1769,0.1063,0.1769,0.1063,concatenated
brfss_diabetes,FairEG (demographic_parity),0.3,0.8587,0.5812,0.0188,0.0143,0.0188,0.0143,0.0162,0.0161,0.0162,0.0161,concatenated
brfss_diabetes,FairRS (demographic_parity),0.3,0.8545,0.7808,0.5301,0.3034,0.5301,0.3034,0.1617,0.1004,0.1617,0.1004,concatenated
brfss_diabetes,FairRS (equalized_odds),0.3,0.8545,0.7808,0.5301,0.3034,0.5301,0.3034,0.1617,0.1004,0.1617,0.1004,concatenated
brfss_diabetes,FairEG (equalized_odds),0.3,0.8673,0.5705,0.03,0.0306,0.03,0.0306,0.0426,0.022,0.0426,0.022,concatenated
college_scorecard,vrex,0.3,0.8161,0.8308,0.0588,0.0176,0.0225,0.0155,0.0218,0.0134,0.0229,0.0338,concatenated
college_scorecard,tabtransformer,0.3,0.7677,0.7749,0.0833,0.0357,0.0514,0.0284,0.0346,0.0333,0.0451,0.0476,concatenated
college_scorecard,resnet,0.3,0.7201,0.7088,0.1202,0.0514,0.0783,0.0431,0.0481,0.0463,0.0628,0.0662,concatenated
college_scorecard,node,0.3,0.7518,0.7455,0.0929,0.0398,0.0567,0.0308,0.0375,0.036,0.0488,0.0515,concatenated
college_scorecard,mlp,0.3,0.7691,0.7758,0.104,0.0421,0.064,0.0352,0.0405,0.0389,0.0528,0.0557,concatenated
college_scorecard,mixup,0.3,0.7782,0.7832,0.0865,0.0416,0.0534,0.0369,0.0373,0.0335,0.0491,0.0463,concatenated
college_scorecard,catboost,0.3,0.7484,0.7316,0.1735,0.0733,0.1278,0.0339,0.046,0.0619,0.0832,0.0852,concatenated
college_scorecard,dann,0.3,0.7803,0.7847,0.0547,0.0184,0.029,0.0169,0.029,0.0249,0.0186,0.0401,concatenated
college_scorecard,dro,0.3,0.812,0.8276,0.0872,0.0261,0.0331,0.0226,0.032,0.0161,0.0337,0.0529,concatenated
college_scorecard,ft_transformer,0.3,0.7925,0.7958,0.0273,0.0165,0.0245,0.0259,0.0181,0.017,0.0181,0.0196,concatenated
college_scorecard,group_dro,0.3,0.7802,0.7847,0.0892,0.0191,0.0336,0.0149,0.0315,0.0363,0.0323,0.0277,concatenated
college_scorecard,lightgbm,0.3,0.7267,0.71,0.2334,0.1111,0.171,0.0727,0.0701,0.0876,0.1159,0.1154,concatenated
diabetes_readmission,vrex,0.3,0.6483,0.6609,0.0466,0.014,0.0178,0.0122,0.0173,0.0106,0.0181,0.0267,concatenated
diabetes_readmission,tabtransformer,0.3,0.6077,0.6136,0.066,0.0283,0.0407,0.0225,0.0274,0.0263,0.0357,0.0377,concatenated
diabetes_readmission,resnet,0.3,0.57,0.5614,0.0952,0.0407,0.062,0.0341,0.0381,0.0367,0.0497,0.0525,concatenated
diabetes_readmission,node,0.3,0.5962,0.592,0.0736,0.0315,0.0449,0.0244,0.0297,0.0285,0.0387,0.0408,concatenated
diabetes_readmission,mlp,0.3,0.6091,0.6146,0.0823,0.0333,0.0507,0.0279,0.0321,0.0308,0.0418,0.0441,concatenated
diabetes_readmission,mixup,0.3,0.6166,0.6212,0.0685,0.0329,0.0423,0.0292,0.0296,0.0265,0.0388,0.0367,concatenated
diabetes_readmission,lightgbm,0.3,0.575,0.5623,0.1849,0.088,0.1354,0.0576,0.0555,0.0693,0.0917,0.0914,concatenated
diabetes_readmission,group_dro,0.3,0.6182,0.6224,0.0707,0.0151,0.0266,0.0118,0.025,0.0288,0.0256,0.022,concatenated
diabetes_readmission,ft_transformer,0.3,0.6298,0.6331,0.0216,0.0131,0.0194,0.0205,0.0144,0.0135,0.0144,0.0155,concatenated
diabetes_readmission,dro,0.3,0.6448,0.6577,0.0691,0.0207,0.0262,0.0179,0.0253,0.0128,0.0268,0.0419,concatenated
diabetes_readmission,dann,0.3,0.6183,0.6224,0.0433,0.0146,0.0229,0.0134,0.023,0.0198,0.0147,0.0317,concatenated
diabetes_readmission,catboost,0.3,0.593,0.5795,0.1374,0.058,0.1012,0.0268,0.0364,0.0489,0.0658,0.0674,concatenated
heloc,resnet,0.3,0.6741,0.6633,0.1121,0.0479,0.0729,0.0402,0.0449,0.0432,0.0585,0.0618,concatenated
heloc,node,0.3,0.7037,0.6998,0.0866,0.0371,0.0529,0.0287,0.0349,0.0336,0.0455,0.048,concatenated
heloc,mlp,0.3,0.7196,0.7257,0.0968,0.0392,0.0596,0.0328,0.0377,0.0363,0.0493,0.0519,concatenated
heloc,mixup,0.3,0.7286,0.7334,0.0807,0.0388,0.0498,0.0344,0.0348,0.0313,0.0458,0.0432,concatenated
heloc,lightgbm,0.3,0.6796,0.6641,0.2181,0.1038,0.1598,0.068,0.0655,0.0819,0.1083,0.1078,concatenated
heloc,group_dro,0.3,0.7302,0.7346,0.0831,0.0178,0.0313,0.0138,0.0294,0.0338,0.0301,0.0258,concatenated
heloc,ft_transformer,0.3,0.7423,0.7458,0.0254,0.0154,0.0228,0.0242,0.0169,0.0159,0.0169,0.0183,concatenated
heloc,dro,0.3,0.7602,0.7754,0.0813,0.0244,0.0309,0.0211,0.0298,0.015,0.0315,0.0493,concatenated
heloc,dann,0.3,0.7304,0.7346,0.0508,0.0171,0.0269,0.0157,0.0269,0.0232,0.0172,0.0372,concatenated
heloc,catboost,0.3,0.7004,0.6847,0.162,0.0684,0.1193,0.0317,0.043,0.0578,0.0777,0.0796,concatenated
heloc,tabtransformer,0.3,0.7182,0.7247,0.0775,0.0332,0.0479,0.0264,0.0322,0.031,0.042,0.0443,concatenated
heloc,vrex,0.3,0.7641,0.7781,0.0547,0.0164,0.0209,0.0144,0.0203,0.0124,0.0213,0.0314,concatenated
heloc,FairRS (equalized_odds),0.3,0.6619,0.6228,0.8718,0.8538,0.0,0.8538,1.0,1.0,0.7855,0.5543,concatenated
heloc,FairRS (demographic_parity),0.3,0.6619,0.6228,0.8718,0.8538,0.0,0.8538,1.0,1.0,0.7855,0.5543,concatenated
heloc,FairEG (equalized_odds),0.3,0.7482,0.507,0.0313,0.0152,0.0,0.0152,1.0,1.0,0.1565,0.0253,concatenated
heloc,FairEG (demographic_parity),0.3,0.6439,0.5295,0.1442,0.0672,0.1442,0.0672,1.0,1.0,0.0024,0.0256,concatenated
heloc,FairGS (equalized_odds),0.3,0.6727,0.5673,0.1445,0.1415,0.0,0.1415,1.0,1.0,0.0,0.4853,concatenated
heloc,FairGS (demographic_parity),0.3,0.6727,0.5847,0.1795,0.1604,0.0,0.1604,1.0,1.0,0.0,0.4853,concatenated
mimic_extract_los_3,catboost,0.3,0.5345,0.5224,0.1239,0.0523,0.0912,0.0242,0.0329,0.0442,0.0594,0.0609,concatenated
mimic_extract_los_3,dann,0.3,0.5577,0.5616,0.039,0.0131,0.0206,0.012,0.0207,0.0178,0.0132,0.0286,concatenated
mimic_extract_los_3,dro,0.3,0.5822,0.5943,0.0623,0.0187,0.0237,0.0162,0.0229,0.0116,0.0242,0.0379,concatenated
mimic_extract_los_3,ft_transformer,0.3,0.5687,0.5717,0.0194,0.0118,0.0174,0.0185,0.0129,0.0121,0.013,0.014,concatenated
mimic_extract_los_3,group_dro,0.3,0.5575,0.5615,0.0637,0.0136,0.024,0.0106,0.0225,0.0259,0.023,0.0198,concatenated
mimic_extract_los_3,lightgbm,0.3,0.5177,0.5067,0.1668,0.0794,0.1222,0.052,0.0501,0.0626,0.0828,0.0825,concatenated
