Experiment,Estimator,Noise Rate,Test Accuracy,Test AUC,EO_C1,DPD_C1,EOR_C1,PPD_C1,EO_C2,DPD_C2,EOR_C2,PPD_C2,filename
mimic_extract_los_3,mixup,0.3,0.556,0.5603,0.0619,0.0297,0.0382,0.0264,0.0267,0.024,0.0351,0.0331,concatenated
mimic_extract_los_3,mlp,0.3,0.5491,0.5541,0.0744,0.0301,0.0458,0.0252,0.029,0.0279,0.0378,0.0398,concatenated
mimic_extract_los_3,node,0.3,0.5368,0.5319,0.0665,0.0285,0.0406,0.0221,0.0268,0.0258,0.035,0.0369,concatenated
mimic_extract_los_3,resnet,0.3,0.5131,0.5056,0.086,0.0368,0.056,0.0308,0.0344,0.0331,0.0449,0.0474,concatenated
mimic_extract_los_3,tabtransformer,0.3,0.5477,0.5532,0.0595,0.0255,0.0367,0.0203,0.0247,0.0237,0.0322,0.034,concatenated
mimic_extract_los_3,vrex,0.3,0.5858,0.597,0.0419,0.0126,0.016,0.011,0.0156,0.0095,0.0163,0.024,concatenated
mimic_extract_mort_hosp,vrex,0.3,0.6596,0.6722,0.0473,0.0142,0.0181,0.0124,0.0175,0.0107,0.0184,0.0271,concatenated
mimic_extract_mort_hosp,tabtransformer,0.3,0.6186,0.6243,0.0672,0.0288,0.0414,0.0229,0.0279,0.0268,0.0363,0.0383,concatenated
mimic_extract_mort_hosp,resnet,0.3,0.5794,0.5704,0.097,0.0414,0.0631,0.0347,0.0388,0.0373,0.0506,0.0534,concatenated
mimic_extract_mort_hosp,node,0.3,0.6059,0.6014,0.075,0.0321,0.0458,0.0249,0.0302,0.029,0.0394,0.0416,concatenated
mimic_extract_mort_hosp,catboost,0.3,0.6026,0.5893,0.1397,0.059,0.1029,0.0273,0.0371,0.0498,0.067,0.0686,concatenated
mimic_extract_mort_hosp,dann,0.3,0.6288,0.6327,0.044,0.0148,0.0233,0.0136,0.0233,0.0201,0.0149,0.0322,concatenated
mimic_extract_mort_hosp,dro,0.3,0.6562,0.6686,0.0703,0.0211,0.0267,0.0182,0.0258,0.013,0.0272,0.0426,concatenated
mimic_extract_mort_hosp,ft_transformer,0.3,0.6402,0.6433,0.022,0.0133,0.0197,0.0209,0.0146,0.0137,0.0146,0.0158,concatenated
mimic_extract_mort_hosp,group_dro,0.3,0.6286,0.6326,0.0718,0.0154,0.027,0.0119,0.0254,0.0292,0.026,0.0223,concatenated
mimic_extract_mort_hosp,lightgbm,0.3,0.5842,0.5711,0.1881,0.0896,0.1379,0.0587,0.0565,0.0706,0.0934,0.093,concatenated
mimic_extract_mort_hosp,mixup,0.3,0.627,0.6318,0.0698,0.0335,0.043,0.0298,0.0301,0.0271,0.0396,0.0374,concatenated
mimic_extract_mort_hosp,mlp,0.3,0.62,0.6252,0.0839,0.034,0.0517,0.0284,0.0327,0.0314,0.0426,0.0449,concatenated
nhanes_lead,FairRS(equalized_odds),0.3,0.966,0.7168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,concatenated
nhanes_lead,FairRS (demographic_parity),0.3,0.966,0.7168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,concatenated
nhanes_lead,FairEG (equalized_odds),0.3,0.966,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,concatenated
nhanes_lead,FairEG (demographic_parity),0.3,0.966,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,concatenated
nhanes_lead,FairGS (equalized_odds),0.3,0.966,0.7192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,concatenated
nhanes_lead,FairGS (demographic_parity),0.3,0.966,0.7192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,concatenated
nhanes_lead,catboost,0.3,0.73,0.7136,0.1691,0.0714,0.1245,0.033,0.0449,0.0603,0.0811,0.0831,concatenated
nhanes_lead,dann,0.3,0.7596,0.7637,0.0533,0.0179,0.0283,0.0165,0.0283,0.0243,0.0181,0.0391,concatenated
nhanes_lead,dro,0.3,0.7906,0.8058,0.0851,0.0255,0.0323,0.0221,0.0312,0.0157,0.0329,0.0516,concatenated
nhanes_lead,ft_transformer,0.3,0.7719,0.7751,0.0266,0.0161,0.0238,0.0252,0.0176,0.0166,0.0177,0.0191,concatenated
nhanes_lead,group_dro,0.3,0.7595,0.7637,0.0869,0.0186,0.0327,0.0145,0.0307,0.0354,0.0315,0.027,concatenated
nhanes_lead,lightgbm,0.3,0.7085,0.6925,0.2274,0.1083,0.1667,0.0709,0.0683,0.0854,0.113,0.1125,concatenated
nhanes_lead,mixup,0.3,0.7575,0.7624,0.0844,0.0405,0.052,0.0359,0.0364,0.0327,0.0479,0.0452,concatenated
nhanes_lead,mlp,0.3,0.7485,0.7552,0.1014,0.041,0.0624,0.0344,0.0395,0.038,0.0516,0.0543,concatenated
nhanes_lead,node,0.3,0.7331,0.727,0.0906,0.0388,0.0553,0.0301,0.0366,0.0352,0.0477,0.0503,concatenated
nhanes_lead,tabtransformer,0.3,0.747,0.7541,0.0812,0.0348,0.0501,0.0277,0.0338,0.0324,0.044,0.0464,concatenated
nhanes_lead,vrex,0.3,0.7943,0.8082,0.0573,0.0172,0.0219,0.0151,0.0212,0.013,0.0223,0.0329,concatenated
nhanes_lead,resnet,0.3,0.7016,0.6904,0.1173,0.0501,0.0764,0.0421,0.0469,0.0452,0.0612,0.0646,concatenated
physionet,resnet,0.3,0.6356,0.625,0.1063,0.0454,0.0692,0.0381,0.0425,0.0409,0.0555,0.0586,concatenated
physionet,FairRS (equalized_odds),0.3,0.988,0.6121,0.0001,0.0001,0.0,0.0,0.0002,0.0002,0.0,0.0001,concatenated
physionet,FairRS (demographic_parity),0.3,0.988,0.6121,0.0001,0.0001,0.0,0.0,0.0002,0.0002,0.0,0.0001,concatenated
physionet,FairEG (equalized_odds),0.3,0.988,0.5,0.0001,0.0001,0.0,0.0,0.0027,0.0002,0.0,0.0002,concatenated
physionet,FairEG (demographic_parity),0.3,0.988,0.5,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,concatenated
physionet,FairGS (equalized_odds),0.3,0.8624,0.5707,0.7985,0.688,0.0,0.1468,0.0018,0.0004,0.0,0.0004,concatenated
physionet,FairGS (demographic_parity),0.3,0.988,0.6113,0.0002,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,concatenated
physionet,vrex,0.3,0.7229,0.7365,0.052,0.0156,0.0199,0.0136,0.0193,0.0118,0.0203,0.0299,concatenated
physionet,mlp,0.3,0.68,0.6862,0.0919,0.0372,0.0566,0.0312,0.0358,0.0345,0.0468,0.0493,concatenated
physionet,catboost,0.3,0.6621,0.647,0.1532,0.0647,0.1128,0.0299,0.0406,0.0546,0.0735,0.0753,concatenated
physionet,dann,0.3,0.6905,0.6944,0.0483,0.0163,0.0256,0.0149,0.0256,0.022,0.0164,0.0354,concatenated
physionet,dro,0.3,0.7193,0.7338,0.0771,0.0231,0.0293,0.02,0.0283,0.0143,0.0299,0.0468,concatenated
physionet,ft_transformer,0.3,0.7024,0.7056,0.0242,0.0146,0.0217,0.0229,0.0161,0.0151,0.0161,0.0174,concatenated
physionet,group_dro,0.3,0.6904,0.6944,0.0789,0.0169,0.0297,0.0131,0.0279,0.0321,0.0286,0.0246,concatenated
physionet,lightgbm,0.3,0.6411,0.6264,0.2062,0.0982,0.1512,0.0643,0.0619,0.0774,0.1024,0.102,concatenated
physionet,node,0.3,0.6654,0.6597,0.0822,0.0352,0.0502,0.0273,0.0332,0.0319,0.0433,0.0456,concatenated
physionet,tabtransformer,0.3,0.6786,0.6853,0.0736,0.0315,0.0454,0.0251,0.0306,0.0294,0.0399,0.0421,concatenated
physionet,mixup,0.3,0.6889,0.6932,0.0766,0.0368,0.0472,0.0326,0.033,0.0297,0.0434,0.041,concatenated
acsfoodstamps,FairGS (demographic_parity),0.3,0.8435,0.849,0.0737,0.0067,0.0737,0.0067,0.0085,0.0184,0.0079,0.0184,correlated
acsfoodstamps,FairRS (equalized_odds),0.3,0.8438,0.8494,0.0787,0.0062,0.0787,0.0062,0.0124,0.0201,0.0124,0.0201,correlated
acsfoodstamps,FairRS (demographic_parity),0.3,0.8438,0.8494,0.0787,0.0062,0.0787,0.0062,0.0124,0.0201,0.0124,0.0201,correlated
acsfoodstamps,FairEG (equalized_odds),0.3,0.8399,0.6194,0.0244,0.0176,0.0244,0.0176,0.0085,0.0183,0.0068,0.0183,correlated
acsfoodstamps,FairEG (demographic_parity),0.3,0.844,0.6479,0.1054,0.0036,0.1054,0.0036,0.0323,0.0035,0.0323,0.0035,correlated
acsfoodstamps,FairGS (equalized_odds),0.3,0.8435,0.849,0.0737,0.0067,0.0737,0.0067,0.0085,0.0184,0.0079,0.0184,correlated
acsfoodstamps,catboost,0.3,0.8695,0.8284,0.0901,0.1065,0.0474,0.0251,0.1007,0.1208,0.0536,0.0321,correlated
acsfoodstamps,dro,0.3,0.6065,0.5239,0.0722,0.0826,0.0395,0.0241,0.0768,0.0902,0.0429,0.0281,correlated
acsfoodstamps,ft_transformer,0.3,0.6026,0.4473,0.0494,0.0584,0.0253,0.017,0.0556,0.065,0.0307,0.0196,correlated
acsfoodstamps,group_dro,0.3,0.8831,0.7999,0.0632,0.0721,0.0346,0.0221,0.0702,0.0825,0.0379,0.0254,correlated
acsfoodstamps,lightgbm,0.3,0.875,0.8556,0.1365,0.158,0.0645,0.0484,0.1453,0.1719,0.0797,0.0502,correlated
acsfoodstamps,mlp,0.3,0.8151,0.7813,0.0636,0.0737,0.034,0.0225,0.0705,0.0824,0.0383,0.0254,correlated
acsfoodstamps,mixup,0.3,0.846,0.791,0.077,0.089,0.0419,0.0273,0.0832,0.0982,0.0445,0.0303,correlated
acsfoodstamps,resnet,0.3,0.8684,0.8055,0.0338,0.0391,0.0191,0.012,0.0374,0.0437,0.0197,0.0135,correlated
acsfoodstamps,tabtransformer,0.3,0.7808,0.7431,0.0415,0.0488,0.0232,0.0149,0.046,0.0541,0.0244,0.0168,correlated
acsfoodstamps,vrex,0.3,0.7043,0.6398,0.079,0.0895,0.0438,0.0275,0.0854,0.0987,0.0463,0.0306,correlated
acsfoodstamps,dann,0.3,0.9044,0.8614,0.0592,0.0696,0.0291,0.0197,0.0672,0.0786,0.0336,0.0227,correlated
acsincome,FairRS (equalized_odds),0.3,0.8237,0.8944,0.1921,0.1536,0.1921,0.1536,1.0,1.0,0.028,0.1588,correlated
acsincome,FairRS (demographic_parity),0.3,0.8237,0.8944,0.1921,0.1536,0.1921,0.1536,1.0,1.0,0.028,0.1588,correlated
acsincome,FairEG (equalized_odds),0.3,0.8241,0.7816,0.0343,0.0751,0.0343,0.0751,0.75,0.4,0.0095,0.0783,correlated
acsincome,FairEG (demographic_parity),0.3,0.8223,0.7781,0.0656,0.0152,0.0656,0.0152,1.0,0.6,0.0655,0.0105,correlated
acsincome,FairGS (equalized_odds),0.3,0.8226,0.8937,0.0173,0.0601,0.0059,0.0601,1.0,1.0,0.046,0.1027,correlated
acsincome,FairGS (demographic_parity),0.3,0.8223,0.8926,0.062,0.0167,0.062,0.0167,1.0,1.0,0.0,0.0449,correlated
acsincome,vrex,0.3,0.7177,0.6908,0.1693,0.1917,0.2348,0.0563,0.0413,0.2047,0.1343,0.0324,correlated
acsincome,tabtransformer,0.3,0.7938,0.802,0.089,0.1028,0.1235,0.0302,0.0221,0.1098,0.072,0.0174,correlated
acsincome,dann,0.3,0.8941,0.9113,0.1268,0.1015,0.1762,0.0298,0.0219,0.1084,0.0713,0.0171,correlated
acsincome,dro,0.3,0.6953,0.582,0.1549,0.124,0.2152,0.0364,0.0268,0.1328,0.0872,0.021,correlated
acsincome,ft_transformer,0.3,0.6901,0.497,0.1061,0.1252,0.1473,0.0368,0.027,0.1335,0.0876,0.0212,correlated
acsincome,group_dro,0.3,0.9016,0.9187,0.1356,0.1086,0.1882,0.0319,0.0234,0.1158,0.076,0.0183,correlated
acsincome,lightgbm,0.3,0.8663,0.924,0.2926,0.3381,0.4059,0.0994,0.0729,0.361,0.2369,0.0572,correlated
acsincome,mlp,0.3,0.8867,0.8432,0.1365,0.1577,0.1896,0.0463,0.034,0.1683,0.1104,0.0267,correlated
acsincome,mixup,0.3,0.8607,0.8717,0.1651,0.1908,0.2292,0.056,0.0411,0.2037,0.1337,0.0323,correlated
acsincome,resnet,0.3,0.8599,0.8702,0.0726,0.0839,0.1008,0.0246,0.0181,0.0896,0.0588,0.0142,correlated
acsincome,catboost,0.3,0.8298,0.9002,0.193,0.1543,0.2675,0.0495,0.0332,0.1647,0.1084,0.0259,correlated
acspubcov,FairRS (equalized_odds),0.3,0.8063,0.7915,0.0991,0.0854,0.0991,0.0854,0.1633,0.044,0.1633,0.044,correlated
acspubcov,FairRS (demographic_parity),0.3,0.8063,0.7915,0.0991,0.0854,0.0991,0.0854,0.1633,0.044,0.1633,0.044,correlated
acspubcov,FairEG (equalized_odds),0.3,0.8061,0.6174,0.0141,0.034,0.0039,0.034,0.0767,0.0049,0.0767,0.0049,correlated
acspubcov,FairEG (demographic_parity),0.3,0.8054,0.6151,0.0365,0.0143,0.0365,0.0143,0.1066,0.0091,0.1066,0.0091,correlated
acspubcov,FairGS (equalized_odds),0.3,0.8064,0.7915,0.1046,0.0867,0.1046,0.0867,0.1853,0.0554,0.1853,0.0554,correlated
acspubcov,FairGS (demographic_parity),0.3,0.8064,0.7915,0.1046,0.0867,0.1046,0.0867,0.1853,0.0554,0.1853,0.0554,correlated
acspubcov,dro,0.3,0.7359,0.6271,0.0403,0.0499,0.0822,0.0135,0.0067,0.069,0.0361,0.0145,correlated
acspubcov,ft_transformer,0.3,0.7271,0.5287,0.0276,0.0342,0.0564,0.0093,0.0046,0.0473,0.0248,0.0099,correlated
acspubcov,group_dro,0.3,0.9392,0.9732,0.0353,0.0436,0.072,0.0118,0.0059,0.0603,0.0316,0.0127,correlated
acspubcov,lightgbm,0.3,0.9185,0.9801,0.0763,0.0882,0.1201,0.0338,0.0169,0.122,0.0639,0.0257,correlated
acspubcov,mlp,0.3,0.917,0.8952,0.0355,0.0436,0.0595,0.0181,0.009,0.0604,0.0316,0.0127,correlated
acspubcov,mixup,0.3,0.9066,0.9291,0.043,0.0499,0.072,0.0191,0.0095,0.0691,0.0362,0.0145,correlated
acspubcov,resnet,0.3,0.9146,0.9235,0.0189,0.0219,0.0258,0.0084,0.0042,0.0304,0.0159,0.0064,correlated
acspubcov,tabtransformer,0.3,0.8238,0.8513,0.0232,0.0268,0.0315,0.0103,0.0051,0.0371,0.0194,0.0078,correlated
acspubcov,vrex,0.3,0.754,0.7334,0.0445,0.0515,0.0607,0.0197,0.0098,0.0713,0.0373,0.015,correlated
acspubcov,dann,0.3,0.95,0.9635,0.033,0.0409,0.0673,0.0111,0.0055,0.0565,0.0296,0.0119,correlated
acspubcov,catboost,0.3,0.9063,0.9527,0.0503,0.0623,0.1026,0.0169,0.0084,0.086,0.0451,0.0181,correlated
acsunemployment,dro,0.3,0.5897,0.5044,0.0844,0.0704,0.1052,0.0201,0.0235,0.0948,0.0564,0.0241,correlated
acsunemployment,ft_transformer,0.3,0.9724,0.9628,0.1623,0.0209,0.1537,0.0561,0.0053,0.0089,0.0001,0.1005,correlated
acsunemployment,group_dro,0.3,0.7228,0.8009,0.0592,0.0493,0.0739,0.0141,0.0165,0.0664,0.0395,0.0169,correlated
acsunemployment,lightgbm,0.3,0.7145,0.8064,0.1598,0.133,0.1995,0.0379,0.0445,0.1791,0.1065,0.0455,correlated
acsunemployment,mlp,0.3,0.7094,0.7412,0.0594,0.0495,0.0741,0.0178,0.0209,0.0667,0.0397,0.017,correlated
acsunemployment,mixup,0.3,0.6857,0.7628,0.0719,0.0599,0.0898,0.0215,0.0253,0.0807,0.048,0.0205,correlated
acsunemployment,resnet,0.3,0.9722,0.9642,0.1978,0.0266,0.1858,0.0528,0.067,0.0172,0.0564,0.128,correlated
acsunemployment,tabtransformer,0.3,0.6179,0.6828,0.0701,0.0584,0.0875,0.021,0.0247,0.0787,0.0468,0.02,correlated
acsunemployment,vrex,0.3,0.7915,0.9186,0.2692,0.2201,0.0553,0.0324,0.4798,0.4106,0.0625,0.0753,correlated
anes,catboost,0.3,0.7089,0.7689,0.0737,0.0645,0.1085,0.0231,0.0416,0.0843,0.0642,0.0319,correlated
anes,dann,0.3,0.749,0.7783,0.0484,0.0424,0.0712,0.0152,0.0273,0.0554,0.0422,0.021,correlated
anes,dro,0.3,0.5803,0.506,0.0591,0.0517,0.087,0.0186,0.0334,0.0676,0.0515,0.0256,correlated
anes,ft_transformer,0.3,0.5729,0.4281,0.0402,0.0352,0.0592,0.0126,0.0228,0.046,0.0351,0.0174,correlated
anes,group_dro,0.3,0.7407,0.7854,0.0517,0.0452,0.0761,0.0163,0.0293,0.0591,0.045,0.0224,correlated
anes,lightgbm,0.3,0.7186,0.7912,0.1107,0.0967,0.1629,0.0347,0.0625,0.1263,0.0963,0.0478,correlated
anes,mlp,0.3,0.717,0.7331,0.0518,0.0453,0.0763,0.0205,0.0369,0.0592,0.0451,0.0224,correlated
anes,mixup,0.3,0.6977,0.7544,0.0627,0.0548,0.0923,0.0248,0.0447,0.0716,0.0546,0.0271,correlated
anes,resnet,0.3,0.7173,0.7624,0.0277,0.0242,0.0407,0.0109,0.0197,0.0316,0.0241,0.012,correlated
anes,tabtransformer,0.3,0.647,0.6945,0.034,0.0297,0.05,0.0134,0.0242,0.0388,0.0296,0.0147,correlated
anes,vrex,0.3,0.5908,0.5928,0.0638,0.0558,0.0939,0.02,0.0361,0.0729,0.0556,0.0276,correlated
assistments,tabtransformer,0.3,0.7286,0.7876,0.0558,0.054,0.082,0.0244,0.0294,0.0705,0.0537,0.0268,correlated
assistments,vrex,0.3,0.6668,0.6728,0.1047,0.1013,0.154,0.0364,0.0438,0.1322,0.1007,0.0503,correlated
assistments,dann,0.3,0.8463,0.8847,0.079,0.0766,0.1161,0.0275,0.0331,0.0999,0.076,0.038,correlated
assistments,dro,0.3,0.6554,0.5745,0.0965,0.0935,0.1418,0.0336,0.0404,0.1219,0.0928,0.0464,correlated
assistments,ft_transformer,0.3,0.6457,0.4851,0.0659,0.0639,0.0969,0.023,0.0276,0.0833,0.0634,0.0317,correlated
assistments,group_dro,0.3,0.8345,0.8907,0.0846,0.082,0.1244,0.0295,0.0355,0.107,0.0814,0.0407,correlated
assistments,lightgbm,0.3,0.8108,0.8994,0.1816,0.1758,0.2668,0.0632,0.076,0.2294,0.1746,0.0872,correlated
assistments,mlp,0.3,0.8082,0.8312,0.085,0.0823,0.1249,0.0372,0.0447,0.1074,0.0817,0.0408,correlated
assistments,mixup,0.3,0.7857,0.856,0.103,0.0997,0.1512,0.045,0.0541,0.1301,0.099,0.0494,correlated
assistments,resnet,0.3,0.8087,0.8642,0.0454,0.044,0.0668,0.0199,0.0239,0.0574,0.0437,0.0218,correlated
assistments,catboost,0.3,0.8035,0.8736,0.1204,0.1167,0.1768,0.0419,0.0504,0.152,0.1157,0.0578,correlated
brfss_blood_pressure,dro,0.3,0.6306,0.5552,0.0787,0.0592,0.1088,0.023,0.0438,0.0772,0.0588,0.0318,correlated
brfss_blood_pressure,ft_transformer,0.3,0.6214,0.4682,0.0537,0.0403,0.0742,0.0157,0.0299,0.0526,0.0401,0.0217,correlated
brfss_blood_pressure,group_dro,0.3,0.8031,0.8515,0.069,0.0518,0.0953,0.0202,0.0385,0.0676,0.0515,0.0279,correlated
brfss_blood_pressure,lightgbm,0.3,0.783,0.858,0.1481,0.1111,0.2047,0.0433,0.0825,0.145,0.1104,0.0598,correlated
brfss_blood_pressure,mlp,0.3,0.7807,0.8001,0.0693,0.052,0.0958,0.0255,0.0486,0.0679,0.0517,0.028,correlated
brfss_blood_pressure,mixup,0.3,0.7587,0.8248,0.0839,0.063,0.116,0.0309,0.0588,0.0822,0.0626,0.0339,correlated
brfss_blood_pressure,node,0.3,0.4951,0.5074,0.0792,0.0595,0.1095,0.0232,0.0442,0.0776,0.0591,0.032,correlated
brfss_blood_pressure,resnet,0.3,0.7816,0.8314,0.037,0.0278,0.0512,0.0136,0.026,0.0363,0.0276,0.015,correlated
brfss_blood_pressure,dann,0.3,0.8141,0.844,0.0645,0.0485,0.0891,0.0188,0.0359,0.0632,0.0482,0.0261,correlated
brfss_blood_pressure,tabtransformer,0.3,0.7035,0.7598,0.0454,0.0341,0.0628,0.0167,0.0318,0.0445,0.0339,0.0184,correlated
brfss_blood_pressure,vrex,0.3,0.6323,0.6132,0.0852,0.064,0.1178,0.0249,0.0474,0.0835,0.0636,0.0345,correlated
brfss_blood_pressure,catboost,0.3,0.7732,0.8335,0.0982,0.0738,0.1357,0.0287,0.0547,0.0962,0.0733,0.0397,correlated
brfss_diabetes,FairGS (demographic_parity),0.3,0.8632,0.6336,0.2112,0.0491,0.0,0.0491,0.295,0.1236,0.295,0.1236,correlated
brfss_diabetes,FairEG (demographic_parity),0.3,0.8741,0.5293,0.0179,0.0148,0.0179,0.0148,0.0092,0.0143,0.0092,0.0143,correlated
brfss_diabetes,FairRS (demographic_parity),0.3,0.8707,0.8134,0.3797,0.1816,0.3797,0.1816,0.2918,0.1226,0.2918,0.1226,correlated
brfss_diabetes,FairRS (equalized_odds),0.3,0.8707,0.8134,0.3797,0.1816,0.3797,0.1816,0.2918,0.1226,0.2918,0.1226,correlated
brfss_diabetes,FairEG (equalized_odds),0.3,0.8734,0.5497,0.0446,0.0304,0.0446,0.0304,0.0573,0.0319,0.0573,0.0319,correlated
brfss_diabetes,FairGS (equalized_odds),0.3,0.8705,0.813,0.381,0.1833,0.381,0.1833,0.295,0.1236,0.295,0.1236,correlated
brfss_diabetes,catboost,0.3,0.8752,0.9346,0.0528,0.0634,0.1044,0.0211,0.0345,0.0828,0.0631,0.0292,correlated
brfss_diabetes,dann,0.3,0.9201,0.9465,0.0347,0.0416,0.0686,0.0138,0.0226,0.0544,0.0414,0.0192,correlated
brfss_diabetes,dro,0.3,0.7131,0.6162,0.0423,0.0508,0.0838,0.0169,0.0276,0.0664,0.0506,0.0234,correlated
brfss_diabetes,tabtransformer,0.3,0.7968,0.8466,0.0245,0.0294,0.0485,0.0123,0.0201,0.0384,0.0292,0.0135,correlated
brfss_diabetes,resnet,0.3,0.8849,0.9231,0.02,0.024,0.0394,0.01,0.0164,0.0313,0.0238,0.011,correlated
brfss_diabetes,mixup,0.3,0.8593,0.9217,0.045,0.054,0.0893,0.0227,0.0371,0.0705,0.0537,0.0249,correlated
brfss_diabetes,mlp,0.3,0.8843,0.8946,0.0372,0.0446,0.0738,0.0187,0.0306,0.0582,0.0443,0.0205,correlated
brfss_diabetes,lightgbm,0.3,0.8868,0.9618,0.0795,0.0953,0.1572,0.0318,0.052,0.1245,0.0948,0.0439,correlated
brfss_diabetes,group_dro,0.3,0.9081,0.9556,0.037,0.0444,0.0734,0.0148,0.0242,0.058,0.0441,0.0205,correlated
brfss_diabetes,ft_transformer,0.3,0.7023,0.5193,0.029,0.0348,0.0573,0.0116,0.0189,0.0455,0.0346,0.016,correlated
brfss_diabetes,vrex,0.3,0.7158,0.6794,0.0459,0.0551,0.091,0.0184,0.03,0.072,0.0548,0.0254,correlated
college_scorecard,dann,0.3,0.7127,0.7407,0.0746,0.0662,0.1083,0.0244,0.0279,0.0864,0.0659,0.0306,correlated
college_scorecard,dro,0.3,0.5519,0.4867,0.0911,0.0808,0.1322,0.0298,0.034,0.1055,0.0804,0.0374,correlated
college_scorecard,ft_transformer,0.3,0.5442,0.4103,0.0621,0.0551,0.0901,0.0203,0.0232,0.0719,0.0548,0.0254,correlated
college_scorecard,group_dro,0.3,0.7013,0.7469,0.0799,0.0708,0.1158,0.0261,0.0298,0.0924,0.0704,0.0327,correlated
college_scorecard,lightgbm,0.3,0.6843,0.7525,0.1717,0.1521,0.2491,0.0561,0.064,0.1984,0.1512,0.0703,correlated
college_scorecard,mlp,0.3,0.6818,0.7021,0.0803,0.0712,0.1165,0.033,0.0377,0.0929,0.0708,0.0329,correlated
